date,state,cases,deaths,fips
2020-06-17,MA,64735,1570,21
2020-06-17,MG,23347,537,31
2020-06-17,MS,4274,39,50
2020-06-17,MT,7361,272,51
2020-06-17,PA,76623,4395,15
2020-06-17,PB,31712,696,25
2020-06-17,PE,47446,4009,26
2020-06-17,PI,12099,421,22
2020-06-17,PR,11225,394,41
2020-06-17,RJ,86963,8138,33
2020-06-17,RN,15889,655,24
2020-06-17,RO,13567,361,11
2020-06-17,RR,7421,224,14
2020-06-17,RS,17128,387,43
2020-06-17,SC,15015,216,42
2020-06-17,SE,16807,383,28
2020-06-17,SP,191517,11521,35
2020-06-17,TO,7774,152,17
2020-06-16,AC,10003,271,12
2020-06-16,AL,23632,793,27
2020-06-16,AM,58018,2550,13
2020-06-16,AP,18024,337,16
2020-06-16,BA,39206,1181,29
2020-06-16,CE,82169,5192,23
2020-06-16,DF,25380,348,53
2020-06-16,ES,29030,1132,32
2020-06-16,GO,11836,249,52
2020-06-16,MA,62711,1537,21
2020-06-16,MG,22024,502,31
2020-06-16,MS,4164,36,50
2020-06-16,MT,6877,250,51
2020-06-16,PA,74192,4350,15
2020-06-16,PB,30128,671,25
2020-06-16,PE,46427,3959,26
2020-06-16,PI,11559,398,22
2020-06-16,PR,10690,372,41
2020-06-16,RJ,83343,7967,33
2020-06-16,RN,15690,626,24
2020-06-16,RO,13010,346,11
2020-06-16,RR,7150,224,14
2020-06-16,RS,16471,374,43
2020-06-16,SC,14402,212,42
2020-06-16,SE,16310,364,28
2020-06-16,SP,190285,11132,35
2020-06-16,TO,7573,149,17
2020-06-15,AC,9771,265,12
2020-06-15,AL,22926,768,27
2020-06-15,AM,56777,2512,13
2020-06-15,AP,16813,329,16
2020-06-15,BA,37620,1145,29
2020-06-15,CE,79853,5041,23
2020-06-15,DF,23684,319,53
2020-06-15,ES,27652,1087,32
2020-06-15,GO,10441,238,52
2020-06-15,MA,60592,1499,21
2020-06-15,MG,21728,481,31
2020-06-15,MS,3785,36,50
2020-06-15,MT,6390,223,51
2020-06-15,PA,71243,4291,15
2020-06-15,PB,28668,656,25
2020-06-15,PE,45507,3886,26
2020-06-15,PI,10881,393,22
2020-06-15,PR,9839,342,41
2020-06-15,RJ,80946,7728,33
2020-06-15,RN,15212,585,24
2020-06-15,RO,12180,332,11
2020-06-15,RR,6935,216,14
2020-06-15,RS,15438,360,43
2020-06-15,SC,13960,199,42
2020-06-15,SE,15675,352,28
2020-06-15,SP,181460,10767,35
2020-06-15,TO,7309,140,17
2020-06-14,AC,9642,259,12
2020-06-14,AL,22199,744,27
2020-06-14,AM,56506,2492,13
2020-06-14,AP,16512,324,16
2020-06-14,BA,36401,1105,29
2020-06-14,CE,76833,4885,23
2020-06-14,DF,22871,304,53
2020-06-14,ES,26469,1055,32
2020-06-14,GO,7960,216,52
2020-06-14,MA,59850,1467,21
2020-06-14,MG,21381,475,31
2020-06-14,MS,3551,33,50
2020-06-14,MT,6108,213,51
2020-06-14,PA,69224,4201,15
2020-06-14,PB,28013,633,25
2020-06-14,PE,45261,3855,26
2020-06-14,PI,10357,374,22
2020-06-14,PR,9706,334,41
2020-06-14,RJ,79572,7672,33
2020-06-14,RN,14214,553,24
2020-06-14,RO,11865,324,11
2020-06-14,RR,6881,203,14
2020-06-14,RS,14661,350,43
2020-06-14,SC,13360,195,42
2020-06-14,SE,13968,330,28
2020-06-14,SP,178202,10694,35
2020-06-14,TO,7137,136,17
2020-06-13,AC,9534,256,12
2020-06-13,AL,20887,723,27
2020-06-13,AM,56026,2465,13
2020-06-13,AP,16322,319,16
2020-06-13,BA,35788,1069,29
2020-06-13,CE,76429,4829,23
2020-06-13,DF,21959,293,53
2020-06-13,ES,26011,1028,32
2020-06-13,GO,7941,211,52
2020-06-13,MA,58859,1436,21
2020-06-13,MG,20614,454,31
2020-06-13,MS,3433,31,50
2020-06-13,MT,5739,199,51
2020-06-13,PA,68456,4191,15
2020-06-13,PB,27454,623,25
2020-06-13,PE,44671,3784,26
2020-06-13,PI,10153,360,22
2020-06-13,PR,9353,320,41
2020-06-13,RJ,78836,7592,33
2020-06-13,RN,14171,534,24
2020-06-13,RO,11632,309,11
2020-06-13,RR,6875,200,14
2020-06-13,RS,14627,344,43
2020-06-13,SC,13296,193,42
2020-06-13,SE,12866,316,28
2020-06-13,SP,172875,10581,35
2020-06-13,TO,6972,132,17
2020-06-12,AC,9295,254,12
2020-06-12,AL,20031,701,27
2020-06-12,AM,55111,2429,13
2020-06-12,AP,15683,312,16
2020-06-12,BA,34665,1039,29
2020-06-12,CE,75784,4812,23
2020-06-12,DF,21396,282,53
2020-06-12,ES,25502,999,32
2020-06-12,GO,7926,206,52
2020-06-12,MA,57605,1399,21
2020-06-12,MG,20106,446,31
2020-06-12,MS,3235,28,50
2020-06-12,MT,5390,181,51
2020-06-12,PA,66328,4132,15
2020-06-12,PB,26556,610,25
2020-06-12,PE,43872,3694,26
2020-06-12,PI,9825,335,22
2020-06-12,PR,8818,302,41
2020-06-12,RJ,77784,7417,33
2020-06-12,RN,13789,533,24
2020-06-12,RO,11224,296,11
2020-06-12,RR,6842,197,14
2020-06-12,RS,14384,337,43
2020-06-12,SC,13165,191,42
2020-06-12,SE,11534,305,28
2020-06-12,SP,167900,10368,35
2020-06-12,TO,6931,130,17
2020-06-11,AC,9091,245,12
2020-06-11,AL,19200,681,27
2020-06-11,AM,53989,2400,13
2020-06-11,AP,15166,303,16
2020-06-11,BA,33891,1013,29
2020-06-11,CE,74692,4708,23
2020-06-11,DF,20507,274,53
2020-06-11,ES,24428,966,32
2020-06-11,GO,7774,194,52
2020-06-11,MA,55680,1360,21
2020-06-11,MG,18448,431,31
2020-06-11,MS,3001,28,50
2020-06-11,MT,5086,163,51
2020-06-11,PA,65151,4090,15
2020-06-11,PB,25370,570,25
2020-06-11,PE,42994,3633,26
2020-06-11,PI,9337,317,22
2020-06-11,PR,8569,288,41
2020-06-11,RJ,75775,7363,33
2020-06-11,RN,13544,515,24
2020-06-11,RO,10547,293,11
2020-06-11,RR,6712,192,14
2020-06-11,RS,14168,323,43
2020-06-11,SC,12953,186,42
2020-06-11,SE,11056,283,28
2020-06-11,SP,162520,10145,35
2020-06-11,TO,6744,128,17
2020-06-10,AC,8746,237,12
2020-06-10,AL,18176,660,27
2020-06-10,AM,52849,2363,13
2020-06-10,AP,14623,289,16
2020-06-10,BA,32685,975,29
2020-06-10,CE,71947,4519,23
2020-06-10,DF,19433,256,53
2020-06-10,ES,23391,937,32
2020-06-10,GO,7380,189,52
2020-06-10,MA,53508,1322,21
2020-06-10,MG,17501,409,31
2020-06-10,MS,2853,25,50
2020-06-10,MT,4762,153,51
2020-06-10,PA,63405,3980,15
2020-06-10,PB,24032,559,25
2020-06-10,PE,41935,3531,26
2020-06-10,PI,8823,299,22
2020-06-10,PR,7934,282,41
2020-06-10,RJ,74373,7138,33
2020-06-10,RN,13234,496,24
2020-06-10,RO,9850,267,11
2020-06-10,RR,6594,188,14
2020-06-10,RS,13619,316,43
2020-06-10,SC,12594,184,42
2020-06-10,SE,10615,264,28
2020-06-10,SP,156316,9862,35
2020-06-10,TO,6529,124,17
2020-06-09,AC,8457,223,12
2020-06-09,AL,17193,640,27
2020-06-09,AM,51234,2315,13
2020-06-09,AP,13771,285,16
2020-06-09,BA,30481,937,29
2020-06-09,CE,69023,4359,23
2020-06-09,DF,18090,236,53
2020-06-09,ES,21964,904,32
2020-06-09,GO,6936,184,52
2020-06-09,MA,52069,1285,21
2020-06-09,MG,16102,399,31
2020-06-09,MS,2597,24,50
2020-06-09,MT,4504,140,51
2020-06-09,PA,60636,3898,15
2020-06-09,PB,22452,534,25
2020-06-09,PE,41010,3453,26
2020-06-09,PI,8359,283,22
2020-06-09,PR,7410,260,41
2020-06-09,RJ,72979,6928,33
2020-06-09,RN,11568,487,24
2020-06-09,RO,9220,255,11
2020-06-09,RR,6347,182,14
2020-06-09,RS,12802,302,43
2020-06-09,SC,12192,179,42
2020-06-09,SE,10126,252,28
2020-06-09,SP,150138,9522,35
2020-06-09,TO,6257,120,17
2020-06-08,AC,8127,211,12
2020-06-08,AL,16339,622,27
2020-06-08,AM,49817,2271,13
2020-06-08,AP,13294,278,16
2020-06-08,BA,28715,910,29
2020-06-08,CE,66218,4192,23
2020-06-08,DF,16948,226,53
2020-06-08,ES,20659,871,32
2020-06-08,GO,6302,173,52
2020-06-08,MA,49371,1247,21
2020-06-08,MG,15883,380,31
2020-06-08,MS,2455,22,50
2020-06-08,MT,4243,126,51
2020-06-08,PA,57570,3835,15
2020-06-08,PB,20951,507,25
2020-06-08,PE,40705,3350,26
2020-06-08,PI,7927,265,22
2020-06-08,PR,7121,250,41
2020-06-08,RJ,69499,6781,33
2020-06-08,RN,11027,459,24
2020-06-08,RO,8626,245,11
2020-06-08,RR,6056,168,14
2020-06-08,RS,12250,291,43
2020-06-08,SC,11742,177,42
2020-06-08,SE,9727,234,28
2020-06-08,SP,144593,9188,35
2020-06-08,TO,6052,114,17
2020-06-07,AC,7983,207,12
2020-06-07,AL,15706,601,27
2020-06-07,AM,49269,2250,13
2020-06-07,AP,13045,272,16
2020-06-07,BA,28250,879,29
2020-06-07,CE,64271,3982,23
2020-06-07,DF,16623,214,53
2020-06-07,ES,19619,832,32
2020-06-07,GO,5857,173,52
2020-06-07,MA,48537,1208,21
2020-06-07,MG,15703,376,31
2020-06-07,MS,2324,22,50
2020-06-07,MT,4033,113,51
2020-06-07,PA,54271,3678,15
2020-06-07,PB,20310,484,25
2020-06-07,PE,40242,3305,26
2020-06-07,PI,7621,254,22
2020-06-07,PR,6987,244,41
2020-06-07,RJ,67756,6707,33
2020-06-07,RN,10888,431,24
2020-06-07,RO,8110,235,11
2020-06-07,RR,5768,145,14
2020-06-07,RS,12135,286,43
2020-06-07,SC,11565,171,42
2020-06-07,SE,9290,217,28
2020-06-07,SP,143073,9145,35
2020-06-07,TO,5644,99,17
2020-06-06,AC,7525,201,12
2020-06-06,AL,14818,582,27
2020-06-06,AM,48785,2232,13
2020-06-06,AP,12773,269,16
2020-06-06,BA,27396,846,29
2020-06-06,CE,63575,3965,23
2020-06-06,DF,15850,208,53
2020-06-06,ES,18950,806,32
2020-06-06,GO,5770,172,52
2020-06-06,MA,47593,1170,21
2020-06-06,MG,14939,368,31
2020-06-06,MS,2253,21,50
2020-06-06,MT,3788,101,51
2020-06-06,PA,53860,3665,15
2020-06-06,PB,19787,467,25
2020-06-06,PE,39361,3270,26
2020-06-06,PI,7478,239,22
2020-06-06,PR,6693,239,41
2020-06-06,RJ,64533,6639,33
2020-06-06,RO,7701,228,11
2020-06-06,RR,5529,142,14
2020-06-06,RS,12037,283,43
2020-06-06,SC,11285,166,42
2020-06-06,SE,8972,208,28
2020-06-06,SP,140549,9058,35
2020-06-06,TO,5644,99,17
2020-06-05,AC,7284,190,12
2020-06-05,AL,13939,557,27
2020-06-05,AM,47666,2199,13
2020-06-05,AP,12327,260,16
2020-06-05,BA,26419,819,29
2020-06-05,CE,62176,3907,23
2020-06-05,DF,14208,202,53
2020-06-05,ES,18109,780,32
2020-06-05,GO,5605,167,52
2020-06-05,MA,45470,1132,21
2020-06-05,MG,13995,344,31
2020-06-05,MS,2132,21,50
2020-06-05,MT,3593,91,51
2020-06-05,PA,53860,3665,15
2020-06-05,PB,18579,451,25
2020-06-05,PE,38511,3205,26
2020-06-05,PI,7105,224,22
2020-06-05,PR,6434,233,41
2020-06-05,RJ,63066,6473,33
2020-06-05,RN,9449,410,24
2020-06-05,RO,6862,213,11
2020-06-05,RR,5238,139,14
2020-06-05,RS,11583,276,43
2020-06-05,SC,10846,159,42
2020-06-05,SE,8577,198,28
2020-06-05,SP,134565,8842,35
2020-06-05,TO,5505,96,17
2020-06-04,AC,7021,181,12
2020-06-04,AL,13096,531,27
2020-06-04,AM,46473,2158,13
2020-06-04,AP,11551,254,16
2020-06-04,BA,23463,790,29
2020-06-04,CE,59795,3813,23
2020-06-04,DF,12923,196,53
2020-06-04,ES,16894,737,32
2020-06-04,GO,5102,164,52
2020-06-04,MA,43313,1095,21
2020-06-04,MG,13034,323,31
2020-06-04,MS,1997,21,50
2020-06-04,MT,3388,84,51
2020-06-04,PA,49473,3492,15
2020-06-04,PB,17579,438,25
2020-06-04,PE,37507,3134,26
2020-06-04,PI,6717,217,22
2020-06-04,PR,5895,220,41
2020-06-04,RJ,60932,6327,33
2020-06-04,RN,9433,387,24
2020-06-04,RO,6459,194,11
2020-06-04,RR,4831,139,14
2020-06-04,RS,11010,265,43
2020-06-04,SC,10532,156,42
2020-06-04,SE,8200,186,28
2020-06-04,SP,129200,8561,35
2020-06-03,AC,6679,171,12
2020-06-03,AL,12407,506,27
2020-06-03,AM,44347,2138,13
2020-06-03,AP,11107,247,16
2020-06-03,BA,22451,762,29
2020-06-03,CE,56056,3605,23
2020-06-03,DF,12020,191,53
2020-06-03,ES,16121,698,32
2020-06-03,GO,4701,159,52
2020-06-03,MA,40629,1062,21
2020-06-03,MG,12010,306,31
2020-06-03,MS,1925,20,50
2020-06-03,MT,3029,79,51
2020-06-03,PA,46473,3245,15
2020-06-03,PB,16018,414,25
2020-06-03,PE,36463,3012,26
2020-06-03,PI,6064,202,22
2020-06-03,PR,5567,210,41
2020-06-03,RJ,59240,6010,33
2020-06-03,RN,9282,378,24
2020-06-03,RO,5714,180,11
2020-06-03,RS,10398,258,43
2020-06-03,SC,10034,152,42
2020-06-03,SE,7989,180,28
2020-06-03,SP,123483,8276,35
2020-06-03,TO,4698,82,17
2020-06-02,AC,6465,165,12
2020-06-02,AL,11559,482,27
2020-06-02,AM,43195,2102,13
2020-06-02,AP,10511,237,16
2020-06-02,BA,21430,736,29
2020-06-02,CE,54683,3504,23
2020-06-02,DF,11256,177,53
2020-06-02,ES,15151,664,32
2020-06-02,GO,4486,155,52
2020-06-02,MA,38174,1028,21
2020-06-02,MG,10939,289,31
2020-06-02,MS,1802,20,50
2020-06-02,MT,2817,75,51
2020-06-02,PA,43652,3144,15
2020-06-02,PB,14859,379,25
2020-06-02,PE,35508,2933,26
2020-06-02,PI,5828,192,22
2020-06-02,PR,5235,204,41
2020-06-02,RJ,56732,5686,33
2020-06-02,RN,9149,367,24
2020-06-02,RO,5477,172,11
2020-06-02,RR,4143,124,14
2020-06-02,RS,9919,245,43
2020-06-02,SC,9660,148,42
2020-06-02,SE,7555,172,28
2020-06-02,SP,118295,7994,35
2020-06-02,TO,4483,79,17
2020-06-01,AC,6326,161,12
2020-06-01,AL,10837,461,27
2020-06-01,AM,41774,2071,13
2020-06-01,AP,9890,228,16
2020-06-01,BA,18898,701,29
2020-06-01,CE,50504,3188,23
2020-06-01,DF,10510,173,53
2020-06-01,ES,14285,628,32
2020-06-01,GO,4017,127,52
2020-06-01,MA,36625,997,21
2020-06-01,MG,10670,278,31
2020-06-01,MS,1646,20,50
2020-06-01,MT,2636,67,51
2020-06-01,PA,40014,3019,15
2020-06-01,PB,13695,370,25
2020-06-01,PE,34900,2875,26
2020-06-01,PI,5506,180,22
2020-06-01,PR,4900,195,41
2020-06-01,RJ,54530,5462,33
2020-06-01,RN,8233,341,24
2020-06-01,RR,3850,120,14
2020-06-01,RS,9496,232,43
2020-06-01,SC,9498,146,42
2020-06-01,SE,7233,166,28
2020-06-01,SP,111296,7667,35
2020-06-01,TO,4345,76,17
2020-05-31,AC,6219,148,12
2020-05-31,AL,10288,443,27
2020-05-31,AM,41378,2052,13
2020-05-31,AP,9602,222,16
2020-05-31,BA,18392,667,29
2020-05-31,CE,48489,3010,23
2020-05-31,DF,9780,170,53
2020-05-31,ES,13690,604,32
2020-05-31,GO,3726,124,52
2020-05-31,MA,35297,976,21
2020-05-31,MG,10464,271,31
2020-05-31,MS,1568,20,50
2020-05-31,MT,2485,63,51
2020-05-31,PA,37961,2923,15
2020-05-31,PB,13162,360,25
2020-05-31,PE,34450,2807,26
2020-05-31,PI,5119,168,22
2020-05-31,PR,4752,187,41
2020-05-31,RJ,53388,5344,33
2020-05-31,RN,8008,323,24
2020-05-31,RO,4942,156,11
2020-05-31,RR,3692,116,14
2020-05-31,RS,9332,224,43
2020-05-31,SC,9037,143,42
2020-05-31,SE,6999,158,28
2020-05-31,SP,109698,7615,35
2020-05-31,TO,4176,73,17
2020-05-30,AC,6072,142,12
2020-05-30,AL,9223,424,27
2020-05-30,AM,40560,2047,13
2020-05-30,AP,9313,215,16
2020-05-30,BA,17626,638,29
2020-05-30,CE,47822,2956,23
2020-05-30,DF,9474,162,53
2020-05-30,ES,13437,583,32
2020-05-30,GO,3609,124,52
2020-05-30,MA,34639,955,21
2020-05-30,MG,9630,263,31
2020-05-30,MS,1489,20,50
2020-05-30,MT,2413,58,51
2020-05-30,PA,37859,2920,15
2020-05-30,PB,12862,346,25
2020-05-30,PE,33427,2740,26
2020-05-30,PI,4931,161,22
2020-05-30,PR,4538,186,41
2020-05-30,RJ,52420,5277,33
2020-05-30,RO,4743,151,11
2020-05-30,RR,3474,116,14
2020-05-30,RS,9242,218,43
2020-05-30,SC,8780,136,42
2020-05-30,SE,6805,149,28
2020-05-30,SP,107142,7532,35
2020-05-30,TO,3981,71,17
2020-05-29,AC,5841,135,12
2020-05-29,AL,8619,406,27
2020-05-29,AM,38909,2011,13
2020-05-29,AP,8469,207,16
2020-05-29,BA,16917,609,29
2020-05-29,CE,38395,2859,23
2020-05-29,DF,8722,154,53
2020-05-29,ES,12903,560,32
2020-05-29,GO,3521,119,52
2020-05-29,MA,32620,932,21
2020-05-29,MG,9232,257,31
2020-05-29,MS,1418,19,50
2020-05-29,MT,2262,57,51
2020-05-29,PA,37296,2900,15
2020-05-29,PB,12011,327,25
2020-05-29,PE,32255,2669,26
2020-05-29,PI,4745,157,22
2020-05-29,PR,4300,178,41
2020-05-29,RJ,47953,5079,33
2020-05-29,RN,7402,305,24
2020-05-29,RO,4502,145,11
2020-05-29,RR,3299,110,14
2020-05-29,RS,8843,216,43
2020-05-29,SC,8530,134,42
2020-05-29,SE,6462,142,28
2020-05-29,SP,101556,7275,35
2020-05-29,TO,3611,70,17
2020-05-28,AC,5600,122,12
2020-05-28,AL,8056,385,27
2020-05-28,AM,36146,1964,13
2020-05-28,AP,8152,198,16
2020-05-28,BA,15963,570,29
2020-05-28,CE,37821,2733,23
2020-05-28,DF,8300,142,53
2020-05-28,ES,12203,538,32
2020-05-28,GO,3101,115,52
2020-05-28,MA,30482,911,21
2020-05-28,MG,8686,255,31
2020-05-28,MS,1356,18,50
2020-05-28,MT,2085,54,51
2020-05-28,PA,35132,2785,15
2020-05-28,PB,11132,318,25
2020-05-28,PE,30713,2566,26
2020-05-28,PI,4503,146,22
2020-05-28,PR,4041,174,41
2020-05-28,RJ,44886,4856,33
2020-05-28,RN,6463,268,24
2020-05-28,RO,4252,142,11
2020-05-28,RR,3098,108,14
2020-05-28,RS,8234,213,43
2020-05-28,SC,8000,131,42
2020-05-28,SE,6156,135,28
2020-05-28,SP,95865,6980,35
2020-05-28,TO,3277,68,17
2020-05-27,AC,5251,113,12
2020-05-27,AL,7580,368,27
2020-05-27,AM,33508,1891,13
2020-05-27,AP,7619,183,16
2020-05-27,BA,15070,531,29
2020-05-27,CE,37275,2671,23
2020-05-27,DF,7761,133,53
2020-05-27,ES,11484,511,32
2020-05-27,GO,2906,108,52
2020-05-27,MA,27979,887,21
2020-05-27,MG,8011,240,31
2020-05-27,MS,1262,18,50
2020-05-27,MT,1909,47,51
2020-05-27,PA,31671,2605,15
2020-05-27,PB,10209,298,25
2020-05-27,PE,29919,2468,26
2020-05-27,PI,4243,138,22
2020-05-27,PR,3768,167,41
2020-05-27,RJ,42398,4605,33
2020-05-27,RO,3862,137,11
2020-05-27,RR,2959,102,14
2020-05-27,RS,7048,209,43
2020-05-27,SC,7372,126,42
2020-05-27,SE,5912,127,28
2020-05-27,SP,89483,6712,35
2020-05-26,AC,4781,105,12
2020-05-26,AL,7058,352,27
2020-05-26,AM,31949,1852,13
2020-05-26,AP,6967,173,16
2020-05-26,BA,14566,495,29
2020-05-26,CE,37021,2603,23
2020-05-26,DF,7210,124,53
2020-05-26,ES,10889,487,32
2020-05-26,GO,2706,104,52
2020-05-26,MA,26145,853,21
2020-05-26,MG,7516,234,31
2020-05-26,MS,1186,18,50
2020-05-26,MT,1744,43,51
2020-05-26,PA,29882,2522,15
2020-05-26,PB,8919,286,25
2020-05-26,PE,28854,2328,26
2020-05-26,PI,3966,134,22
2020-05-26,PR,3567,164,41
2020-05-26,RJ,40024,4361,33
2020-05-26,RN,5630,242,24
2020-05-26,RO,3493,133,11
2020-05-26,RR,2682,102,14
2020-05-26,RS,6785,203,43
2020-05-26,SC,7016,121,42
2020-05-26,SE,5735,116,28
2020-05-26,SP,86017,6423,35
2020-05-26,TO,2858,64,17
2020-05-25,AC,4501,97,12
2020-05-25,AL,6682,337,27
2020-05-25,AM,30282,1781,13
2020-05-25,AP,6584,168,16
2020-05-25,BA,14204,477,29
2020-05-25,CE,36185,2493,23
2020-05-25,DF,6930,114,53
2020-05-25,ES,10365,465,32
2020-05-25,GO,2515,96,52
2020-05-25,MA,24278,817,21
2020-05-25,MG,6962,230,31
2020-05-25,MS,1100,17,50
2020-05-25,MT,1594,42,51
2020-05-25,PA,27366,2431,15
2020-05-25,PB,8016,279,25
2020-05-25,PE,28366,2248,26
2020-05-25,PI,3720,119,22
2020-05-25,PR,3384,160,41
2020-05-25,RJ,39298,4105,33
2020-05-25,RN,5472,220,24
2020-05-25,RO,3268,121,11
2020-05-25,RR,2564,86,14
2020-05-25,RS,6559,197,43
2020-05-25,SC,6875,109,42
2020-05-25,SE,5448,103,28
2020-05-25,SP,83625,6220,35
2020-05-25,TO,2696,58,17
2020-05-24,AC,4160,92,12
2020-05-24,AL,6214,316,27
2020-05-24,AM,29867,1758,13
2020-05-24,AP,6353,163,16
2020-05-24,BA,13899,460,29
2020-05-24,CE,35595,2324,23
2020-05-24,DF,6638,104,53
2020-05-24,ES,10007,447,32
2020-05-24,GO,2488,95,52
2020-05-24,MA,22786,784,21
2020-05-24,MG,6668,226,31
2020-05-24,MS,1023,17,50
2020-05-24,MT,1464,40,51
2020-05-24,PA,24815,2290,15
2020-05-24,PB,7823,272,25
2020-05-24,PE,27759,2200,26
2020-05-24,PI,3550,110,22
2020-05-24,PR,3260,156,41
2020-05-24,RJ,37912,3993,33
2020-05-24,RN,4774,212,24
2020-05-24,RO,3201,121,11
2020-05-24,RR,2439,84,14
2020-05-24,RS,6470,180,43
2020-05-24,SC,6696,105,42
2020-05-24,SE,5314,93,28
2020-05-24,SP,82161,6163,35
2020-05-23,AC,3867,87,12
2020-05-23,AL,5630,301,27
2020-05-23,AM,28802,1744,13
2020-05-23,BA,13000,413,29
2020-05-23,CE,35122,2308,23
2020-05-23,DF,6248,95,53
2020-05-23,ES,9918,417,32
2020-05-23,GO,2435,95,52
2020-05-23,MA,21191,754,21
2020-05-23,MG,6338,217,31
2020-05-23,MS,858,17,50
2020-05-23,MT,1363,37,51
2020-05-23,PA,24125,2150,15
2020-05-23,PB,7508,258,25
2020-05-23,PE,26786,2144,26
2020-05-23,PI,3390,107,22
2020-05-23,PR,3147,153,41
2020-05-23,RJ,34533,3905,33
2020-05-23,RO,3109,115,11
2020-05-23,RR,2439,72,14
2020-05-23,RS,6336,176,43
2020-05-23,SC,6607,103,42
2020-05-23,SE,5131,86,28
2020-05-23,SP,80558,6045,35
2020-05-23,TO,2430,51,17
2020-05-22,AC,3343,80,12
2020-05-22,AL,5302,280,27
2020-05-22,AM,27038,1669,13
2020-05-22,AP,5655,157,16
2020-05-22,BA,12557,399,29
2020-05-22,CE,34573,2251,23
2020-05-22,DF,5948,90,53
2020-05-22,ES,9520,397,32
2020-05-22,GO,2344,95,52
2020-05-22,MA,18767,722,21
2020-05-22,MG,5995,201,31
2020-05-22,MS,805,17,50
2020-05-22,MT,1271,37,51
2020-05-22,PA,22697,2003,15
2020-05-22,PB,6882,248,25
2020-05-22,PE,25760,2057,26
2020-05-22,PI,3258,99,22
2020-05-22,PR,2985,149,41
2020-05-22,RJ,33589,3657,33
2020-05-22,RN,4599,184,24
2020-05-22,RO,2774,106,11
2020-05-22,RR,2296,72,14
2020-05-22,RS,5918,172,43
2020-05-22,SC,6458,100,42
2020-05-22,SE,4922,82,28
2020-05-22,SP,76871,5773,35
2020-05-22,TO,2430,51,17
2020-05-21,AC,3103,78,12
2020-05-21,AL,4916,262,27
2020-05-21,AM,25367,1620,13
2020-05-21,AP,5188,151,16
2020-05-21,BA,11941,376,29
2020-05-21,CE,31413,2161,23
2020-05-21,DF,5542,84,53
2020-05-21,ES,8878,363,32
2020-05-21,GO,2155,85,52
2020-05-21,MA,17212,693,21
2020-05-21,MG,5596,191,31
2020-05-21,MS,746,17,50
2020-05-21,MT,1187,34,51
2020-05-21,PA,20532,1893,15
2020-05-21,PB,6238,245,25
2020-05-21,PE,23911,1925,26
2020-05-21,PI,3074,93,22
2020-05-21,PR,2855,144,41
2020-05-21,RJ,32089,3412,33
2020-05-21,RN,4251,181,24
2020-05-21,RR,1988,64,14
2020-05-21,RS,5473,166,43
2020-05-21,SC,5610,98,42
2020-05-21,SE,4734,76,28
2020-05-21,SP,73739,5558,35
2020-05-21,TO,2205,49,17
2020-05-20,AC,2817,75,12
2020-05-20,AL,4437,251,27
2020-05-20,AM,23704,1561,13
2020-05-20,AP,4549,142,16
2020-05-20,BA,11197,362,29
2020-05-20,CE,30560,1900,23
2020-05-20,DF,5271,78,53
2020-05-20,ES,8495,346,32
2020-05-20,GO,2049,78,52
2020-05-20,MA,16058,663,21
2020-05-20,MG,5286,177,31
2020-05-20,MS,693,17,50
2020-05-20,MT,1090,32,51
2020-05-20,PA,18929,1778,15
2020-05-20,PB,5838,230,25
2020-05-20,PE,22560,1834,26
2020-05-20,PI,2852,91,22
2020-05-20,PR,2656,140,41
2020-05-20,RJ,30372,3237,33
2020-05-20,RN,4060,178,24
2020-05-20,RO,2499,90,11
2020-05-20,RR,1988,64,14
2020-05-20,RS,4973,161,43
2020-05-20,SC,5499,94,42
2020-05-20,SE,4277,69,28
2020-05-20,SP,69859,5363,35
2020-05-20,TO,1976,47,17
2020-05-19,AC,2482,73,12
2020-05-19,AL,4319,234,27
2020-05-19,AM,22132,1491,13
2020-05-19,AP,4310,136,16
2020-05-19,BA,11013,326,29
2020-05-19,CE,28112,1856,23
2020-05-19,DF,4853,72,53
2020-05-19,ES,7693,325,32
2020-05-19,GO,1880,73,52
2020-05-19,MA,15114,634,21
2020-05-19,MG,4977,167,31
2020-05-19,MS,642,16,50
2020-05-19,MT,1005,32,51
2020-05-19,PA,17177,1554,15
2020-05-19,PB,5300,219,25
2020-05-19,PE,21242,1741,26
2020-05-19,PI,2637,87,22
2020-05-19,PR,2519,133,41
2020-05-19,RJ,27805,3079,33
2020-05-19,RN,3796,170,24
2020-05-19,RO,2413,88,11
2020-05-19,RR,1988,64,14
2020-05-19,RS,3798,160,43
2020-05-19,SC,5413,91,42
2020-05-19,SE,3967,63,28
2020-05-19,SP,65995,5147,35
2020-05-19,TO,1809,42,17
2020-05-18,AC,2234,67,12
2020-05-18,AL,4031,221,27
2020-05-18,AM,20913,1433,13
2020-05-18,AP,4023,127,16
2020-05-18,BA,8881,312,29
2020-05-18,CE,26363,1748,23
2020-05-18,DF,4618,66,53
2020-05-18,ES,7157,302,32
2020-05-18,GO,1781,73,52
2020-05-18,MA,14198,604,21
2020-05-18,MG,4695,161,31
2020-05-18,MS,613,16,50
2020-05-18,MT,941,30,51
2020-05-18,PA,15467,1392,15
2020-05-18,PB,4786,207,25
2020-05-18,PE,20094,1640,26
2020-05-18,PI,2440,85,22
2020-05-18,PR,2390,130,41
2020-05-18,RJ,26665,2852,33
